user,x,y,dem,soc,dam,group,connections,x_mean,x_std,y_mean,y_std
98,61.20442929001427,10.555584150141133,23.584150258122527,83.33333333333334,35.8800067200777,1,"[(98, 90), (98, 86), (98, 58), (98, 31), (98, 115), (98, 88), (98, 100), (98, 74), (98, 81), (98, 117), (98, 30), (98, 34), (98, 62), (98, 35), (98, 63), (98, 92), (98, 120), (98, 40), (98, 93), (98, 119), (98, 121), (98, 45), (98, 94), (98, 66), (98, 39), (98, 49), (98, 67), (98, 96), (98, 99), (98, 68), (98, 41), (98, 69), (98, 42), (98, 24), (98, 43), (98, 27), (98, 64), (98, 44), (98, 102), (98, 72), (98, 101), (98, 51), (98, 73), (98, 46), (98, 91), (98, 103), (98, 26), (98, 104), (98, 76), (98, 105), (98, 50), (98, 95), (98, 78), (98, 107), (98, 79), (98, 108), (98, 52), (98, 80), (98, 57), (98, 109), (98, 38), (98, 25), (98, 110), (98, 82), (98, 111), (98, 23), (98, 85), (98, 122), (98, 112), (98, 28), (98, 71), (98, 113), (98, 53), (98, 29), (98, 258)]",60.334573428300175,0.683862005607962,8.55933876047108,3.42078828382365
99,59.873211328032916,13.83009607738978,48.79817618038531,63.33333333333333,36.851653702711346,1,"[(99, 25), (99, 39), (99, 58), (99, 31), (99, 115), (99, 74), (99, 27), (99, 33), (99, 117), (99, 30), (99, 90), (99, 91), (99, 119), (99, 29), (99, 36), (99, 64), (99, 93), (99, 65), (99, 94), (99, 66), (99, 95), (99, 67), (99, 40), (99, 68), (99, 41), (99, 92), (99, 69), (99, 59), (99, 98), (99, 71), (99, 120), (99, 100), (99, 72), (99, 101), (99, 73), (99, 102), (99, 242), (99, 103), (99, 112), (99, 104), (99, 49), (99, 121), (99, 245), (99, 107), (99, 79), (99, 108), (99, 80), (99, 53), (99, 81), (99, 26), (99, 83), (99, 56), (99, 48), (99, 28), (99, 113), (99, 85), (99, 34)]",60.334573428300175,0.683862005607962,8.55933876047108,3.42078828382365
100,60.92132507557246,11.521632272721693,96.40403099680232,80.0,36.22147867414708,1,"[(100, 25), (100, 86), (100, 58), (100, 59), (100, 88), (100, 116), (100, 33), (100, 117), (100, 30), (100, 90), (100, 62), (100, 35), (100, 63), (100, 112), (100, 36), (100, 114), (100, 120), (100, 93), (100, 97), (100, 121), (100, 94), (100, 122), (100, 95), (100, 43), (100, 67), (100, 80), (100, 96), (100, 68), (100, 41), (100, 92), (100, 69), (100, 115), (100, 42), (100, 70), (100, 99), (100, 83), (100, 64), (100, 44), (100, 46), (100, 72), (100, 73), (100, 102), (100, 74), (100, 103), (100, 52), (100, 26), (100, 76), (100, 98), (100, 49), (100, 65), (100, 245), (100, 50), (100, 24), (100, 107), (100, 79), (100, 39), (100, 108), (100, 23), (100, 57), (100, 109), (100, 81), (100, 110), (100, 82), (100, 111), (100, 27), (100, 66), (100, 56), (100, 71), (100, 113), (100, 53), (100, 85), (100, 258)]",60.334573428300175,0.683862005607962,8.55933876047108,3.42078828382365
101,59.93523646134598,9.419848140089382,69.19230749598975,92.22222222222223,34.67754230071768,1,"[(101, 43), (101, 86), (101, 114), (101, 31), (101, 115), (101, 62), (101, 88), (101, 116), (101, 33), (101, 105), (101, 117), (101, 30), (101, 63), (101, 34), (101, 118), (101, 91), (101, 110), (101, 29), (101, 92), (101, 58), (101, 120), (101, 93), (101, 119), (101, 65), (101, 38), (101, 122), (101, 95), (101, 67), (101, 50), (101, 40), (101, 81), (101, 41), (101, 97), (101, 89), (101, 59), (101, 42), (101, 70), (101, 99), (101, 27), (101, 64), (101, 44), (101, 46), (101, 72), (101, 45), (101, 82), (101, 73), (101, 102), (101, 74), (101, 47), (101, 75), (101, 104), (101, 76), (101, 98), (101, 49), (101, 107), (101, 35), (101, 28), (101, 36), (101, 78), (101, 51), (101, 79), (101, 68), (101, 52), (101, 108), (101, 80), (101, 57), (101, 53), (101, 94), (101, 25), (101, 56), (101, 54), (101, 39), (101, 26), (101, 111), (101, 83), (101, 66), (101, 112), (101, 234), (101, 24), (101, 71), (101, 113), (101, 85), (101, 90)]",60.334573428300175,0.683862005607962,8.55933876047108,3.42078828382365
102,60.31201308514251,11.795907671321826,67.81363079815368,78.88888888888889,36.05396037823217,1,"[(102, 39), (102, 114), (102, 242), (102, 31), (102, 59), (102, 44), (102, 116), (102, 105), (102, 117), (102, 86), (102, 258), (102, 62), (102, 35), (102, 63), (102, 29), (102, 36), (102, 58), (102, 120), (102, 96), (102, 93), (102, 97), (102, 65), (102, 82), (102, 66), (102, 95), (102, 67), (102, 119), (102, 40), (102, 99), (102, 68), (102, 41), (102, 69), (102, 115), (102, 42), (102, 70), (102, 43), (102, 27), (102, 100), (102, 101), (102, 73), (102, 74), (102, 103), (102, 104), (102, 91), (102, 76), (102, 98), (102, 49), (102, 50), (102, 81), (102, 107), (102, 79), (102, 52), (102, 108), (102, 23), (102, 53), (102, 94), (102, 25), (102, 80), (102, 110), (102, 26), (102, 111), (102, 83), (102, 122), (102, 112), (102, 234), (102, 28), (102, 71), (102, 113), (102, 109), (102, 85), (102, 90)]",60.334573428300175,0.683862005607962,8.55933876047108,3.42078828382365
103,60.49740734416381,16.202210143234012,90.31570907136424,26.666666666666668,38.349808743698915,1,"[(103, 58), (103, 115), (103, 49), (103, 90), (103, 92), (103, 64), (103, 121), (103, 66), (103, 98), (103, 99), (103, 120), (103, 100), (103, 73), (103, 102), (103, 242), (103, 74), (103, 48), (103, 105), (103, 245), (103, 107), (103, 53), (103, 83), (103, 109), (103, 29)]",60.334573428300175,0.683862005607962,8.55933876047108,3.42078828382365
104,59.73274927229947,8.885743243522533,63.64386833186089,87.77777777777777,34.309246257911,1,"[(104, 43), (104, 30), (104, 58), (104, 31), (104, 52), (104, 115), (104, 62), (104, 88), (104, 116), (104, 27), (104, 89), (104, 49), (104, 98), (104, 34), (104, 118), (104, 93), (104, 35), (104, 54), (104, 112), (104, 92), (104, 120), (104, 96), (104, 37), (104, 121), (104, 45), (104, 94), (104, 122), (104, 95), (104, 67), (104, 40), (104, 81), (104, 68), (104, 55), (104, 97), (104, 36), (104, 59), (104, 41), (104, 33), (104, 70), (104, 99), (104, 71), (104, 64), (104, 44), (104, 46), (104, 72), (104, 101), (104, 51), (104, 73), (104, 102), (104, 74), (104, 82), (104, 56), (104, 76), (104, 42), (104, 105), (104, 84), (104, 78), (104, 107), (104, 79), (104, 39), (104, 108), (104, 75), (104, 80), (104, 57), (104, 53), (104, 25), (104, 117), (104, 110), (104, 26), (104, 111), (104, 23), (104, 29), (104, 234), (104, 91), (104, 28), (104, 113), (104, 109), (104, 85), (104, 90)]",60.334573428300175,0.683862005607962,8.55933876047108,3.42078828382365
105,60.46452675129099,10.556828564992669,78.38144995885841,83.33333333333334,35.51067765814183,1,"[(105, 90), (105, 25), (105, 86), (105, 58), (105, 31), (105, 59), (105, 88), (105, 116), (105, 33), (105, 117), (105, 30), (105, 34), (105, 62), (105, 91), (105, 63), (105, 92), (105, 114), (105, 23), (105, 40), (105, 93), (105, 119), (105, 121), (105, 94), (105, 234), (105, 95), (105, 67), (105, 96), (105, 68), (105, 97), (105, 36), (105, 69), (105, 115), (105, 42), (105, 24), (105, 43), (105, 107), (105, 64), (105, 44), (105, 46), (105, 101), (105, 82), (105, 35), (105, 102), (105, 74), (105, 41), (105, 103), (105, 52), (105, 26), (105, 104), (105, 76), (105, 98), (105, 49), (105, 65), (105, 50), (105, 78), (105, 51), (105, 79), (105, 39), (105, 108), (105, 80), (105, 109), (105, 38), (105, 81), (105, 110), (105, 70), (105, 111), (105, 27), (105, 66), (105, 112), (105, 120), (105, 28), (105, 57), (105, 122), (105, 29), (105, 258)]",60.334573428300175,0.683862005607962,8.55933876047108,3.42078828382365
106,60.689173643145246,3.0259525574621593,64.39772025133821,56.666666666666664,31.857563100303704,1,"[(106, 86), (106, 114), (106, 87), (106, 23), (106, 118), (106, 32), (106, 60), (106, 89), (106, 61), (106, 30), (106, 91), (106, 35), (106, 54), (106, 36), (106, 37), (106, 38), (106, 122), (106, 95), (106, 31), (106, 11), (106, 96), (106, 81), (106, 68), (106, 97), (106, 42), (106, 70), (106, 43), (106, 71), (106, 44), (106, 72), (106, 88), (106, 47), (106, 116), (106, 76), (106, 77), (106, 50), (106, 78), (106, 33), (106, 79), (106, 39), (106, 52), (106, 80), (106, 84), (106, 94), (106, 25), (106, 110), (106, 26), (106, 111), (106, 112), (106, 24), (106, 57)]",60.334573428300175,0.683862005607962,8.55933876047108,3.42078828382365
107,59.738932815657705,14.35162768688459,25.457167219153913,55.55555555555556,37.04528025127115,1,"[(107, 86), (107, 59), (107, 74), (107, 33), (107, 105), (107, 117), (107, 34), (107, 62), (107, 91), (107, 63), (107, 92), (107, 120), (107, 93), (107, 119), (107, 121), (107, 66), (107, 95), (107, 67), (107, 40), (107, 81), (107, 41), (107, 36), (107, 69), (107, 115), (107, 98), (107, 99), (107, 83), (107, 64), (107, 100), (107, 72), (107, 101), (107, 73), (107, 102), (107, 242), (107, 103), (107, 112), (107, 104), (107, 49), (107, 65), (107, 50), (107, 39), (107, 108), (107, 109), (107, 25), (107, 27), (107, 56), (107, 48), (107, 28), (107, 113), (107, 29)]",60.334573428300175,0.683862005607962,8.55933876047108,3.42078828382365
108,61.49606226867463,9.822471023891445,56.72615401084653,83.33333333333334,35.65926664628304,1,"[(108, 43), (108, 86), (108, 114), (108, 31), (108, 115), (108, 88), (108, 100), (108, 116), (108, 89), (108, 105), (108, 98), (108, 30), (108, 82), (108, 34), (108, 62), (108, 35), (108, 63), (108, 36), (108, 58), (108, 120), (108, 40), (108, 93), (108, 119), (108, 121), (108, 45), (108, 94), (108, 122), (108, 95), (108, 67), (108, 96), (108, 81), (108, 68), (108, 111), (108, 41), (108, 69), (108, 59), (108, 97), (108, 33), (108, 70), (108, 99), (108, 71), (108, 64), (108, 44), (108, 46), (108, 101), (108, 51), (108, 73), (108, 102), (108, 47), (108, 258), (108, 26), (108, 104), (108, 76), (108, 42), (108, 49), (108, 65), (108, 50), (108, 78), (108, 107), (108, 79), (108, 52), (108, 80), (108, 113), (108, 53), (108, 25), (108, 110), (108, 23), (108, 55), (108, 27), (108, 66), (108, 91), (108, 57), (108, 109), (108, 29), (108, 90)]",60.334573428300175,0.683862005607962,8.55933876047108,3.42078828382365
109,59.696322626823644,11.632792390442791,82.6255650486773,81.11111111111111,35.664557508633216,1,"[(109, 25), (109, 30), (109, 58), (109, 31), (109, 59), (109, 88), (109, 116), (109, 33), (109, 117), (109, 86), (109, 90), (109, 62), (109, 35), (109, 119), (109, 36), (109, 114), (109, 64), (109, 96), (109, 121), (109, 26), (109, 66), (109, 95), (109, 67), (109, 40), (109, 68), (109, 97), (109, 92), (109, 69), (109, 115), (109, 42), (109, 70), (109, 43), (109, 71), (109, 120), (109, 100), (109, 102), (109, 72), (109, 73), (109, 46), (109, 74), (109, 41), (109, 103), (109, 112), (109, 104), (109, 91), (109, 76), (109, 98), (109, 105), (109, 65), (109, 245), (109, 50), (109, 78), (109, 107), (109, 79), (109, 108), (109, 52), (109, 83), (109, 80), (109, 113), (109, 53), (109, 94), (109, 81), (109, 110), (109, 39), (109, 82), (109, 111), (109, 85), (109, 234), (109, 56), (109, 28), (109, 57), (109, 29), (109, 34)]",60.334573428300175,0.683862005607962,8.55933876047108,3.42078828382365
110,58.95134327122292,6.300762760481264,66.01752958067605,90.0,32.626053015852094,1,"[(110, 39), (110, 58), (110, 31), (110, 59), (110, 88), (110, 44), (110, 60), (110, 11), (110, 89), (110, 117), (110, 86), (110, 90), (110, 35), (110, 91), (110, 119), (110, 29), (110, 36), (110, 114), (110, 23), (110, 40), (110, 61), (110, 97), (110, 65), (110, 45), (110, 37), (110, 94), (110, 66), (110, 87), (110, 67), (110, 96), (110, 68), (110, 41), (110, 92), (110, 69), (110, 30), (110, 98), (110, 70), (110, 43), (110, 100), (110, 102), (110, 72), (110, 101), (110, 51), (110, 32), (110, 46), (110, 74), (110, 47), (110, 75), (110, 26), (110, 104), (110, 116), (110, 76), (110, 42), (110, 105), (110, 84), (110, 77), (110, 106), (110, 95), (110, 78), (110, 33), (110, 79), (110, 52), (110, 108), (110, 80), (110, 113), (110, 53), (110, 38), (110, 25), (110, 56), (110, 54), (110, 82), (110, 111), (110, 27), (110, 234), (110, 112), (110, 109), (110, 24), (110, 57), (110, 122), (110, 85), (110, 34)]",60.334573428300175,0.683862005607962,8.55933876047108,3.42078828382365
111,60.910137713017924,7.523652327679524,22.973631303251647,94.44444444444444,34.21689502034872,1,"[(111, 25), (111, 30), (111, 58), (111, 31), (111, 97), (111, 59), (111, 118), (111, 32), (111, 116), (111, 67), (111, 33), (111, 49), (111, 61), (111, 82), (111, 34), (111, 62), (111, 93), (111, 91), (111, 119), (111, 112), (111, 92), (111, 114), (111, 64), (111, 108), (111, 37), (111, 63), (111, 65), (111, 45), (111, 94), (111, 122), (111, 70), (111, 95), (111, 28), (111, 11), (111, 106), (111, 96), (111, 68), (111, 41), (111, 69), (111, 42), (111, 24), (111, 43), (111, 71), (111, 120), (111, 100), (111, 102), (111, 72), (111, 101), (111, 51), (111, 73), (111, 88), (111, 46), (111, 74), (111, 54), (111, 47), (111, 75), (111, 104), (111, 76), (111, 98), (111, 105), (111, 121), (111, 77), (111, 35), (111, 50), (111, 78), (111, 89), (111, 79), (111, 39), (111, 52), (111, 80), (111, 113), (111, 53), (111, 81), (111, 110), (111, 26), (111, 55), (111, 23), (111, 27), (111, 66), (111, 56), (111, 84), (111, 57), (111, 109), (111, 29), (111, 90)]",60.334573428300175,0.683862005607962,8.55933876047108,3.42078828382365
112,61.106724587261596,9.040506018839762,88.69175095747003,93.33333333333333,35.07361530305068,1,"[(112, 90), (112, 43), (112, 86), (112, 114), (112, 31), (112, 81), (112, 107), (112, 100), (112, 116), (112, 33), (112, 105), (112, 117), (112, 30), (112, 258), (112, 62), (112, 35), (112, 119), (112, 36), (112, 58), (112, 120), (112, 96), (112, 93), (112, 97), (112, 65), (112, 101), (112, 94), (112, 122), (112, 39), (112, 28), (112, 67), (112, 50), (112, 83), (112, 111), (112, 41), (112, 92), (112, 69), (112, 59), (112, 98), (112, 70), (112, 99), (112, 27), (112, 64), (112, 44), (112, 46), (112, 72), (112, 45), (112, 51), (112, 73), (112, 88), (112, 102), (112, 234), (112, 54), (112, 74), (112, 75), (112, 104), (112, 84), (112, 76), (112, 49), (112, 121), (112, 47), (112, 106), (112, 95), (112, 78), (112, 89), (112, 63), (112, 52), (112, 80), (112, 57), (112, 109), (112, 38), (112, 25), (112, 110), (112, 82), (112, 55), (112, 23), (112, 29), (112, 66), (112, 91), (112, 24), (112, 71), (112, 113), (112, 53), (112, 85), (112, 34)]",60.334573428300175,0.683862005607962,8.55933876047108,3.42078828382365
113,61.32715203311153,9.326006994879682,38.792471942699144,85.55555555555556,35.326579513995604,1,"[(113, 43), (113, 30), (113, 58), (113, 31), (113, 115), (113, 118), (113, 82), (113, 100), (113, 116), (113, 89), (113, 117), (113, 86), (113, 90), (113, 35), (113, 91), (113, 54), (113, 92), (113, 114), (113, 64), (113, 108), (113, 119), (113, 65), (113, 94), (113, 122), (113, 95), (113, 67), (113, 96), (113, 41), (113, 111), (113, 97), (113, 36), (113, 69), (113, 62), (113, 42), (113, 33), (113, 70), (113, 99), (113, 27), (113, 44), (113, 46), (113, 72), (113, 101), (113, 51), (113, 73), (113, 102), (113, 74), (113, 47), (113, 26), (113, 104), (113, 76), (113, 98), (113, 49), (113, 121), (113, 50), (113, 78), (113, 107), (113, 79), (113, 68), (113, 63), (113, 52), (113, 23), (113, 53), (113, 25), (113, 110), (113, 39), (113, 80), (113, 55), (113, 83), (113, 85), (113, 66), (113, 112), (113, 28), (113, 71), (113, 57), (113, 109), (113, 29), (113, 34)]",60.334573428300175,0.683862005607962,8.55933876047108,3.42078828382365
114,59.598115225936674,6.571250438122535,90.98336460420062,88.88888888888889,33.08468283202961,1,"[(114, 86), (114, 87), (114, 59), (114, 88), (114, 100), (114, 60), (114, 67), (114, 33), (114, 105), (114, 117), (114, 30), (114, 90), (114, 118), (114, 91), (114, 119), (114, 94), (114, 92), (114, 120), (114, 40), (114, 93), (114, 65), (114, 28), (114, 82), (114, 122), (114, 31), (114, 11), (114, 80), (114, 50), (114, 96), (114, 68), (114, 55), (114, 97), (114, 69), (114, 42), (114, 24), (114, 43), (114, 27), (114, 101), (114, 64), (114, 44), (114, 46), (114, 83), (114, 45), (114, 35), (114, 32), (114, 102), (114, 37), (114, 54), (114, 47), (114, 75), (114, 116), (114, 76), (114, 49), (114, 121), (114, 77), (114, 106), (114, 95), (114, 78), (114, 89), (114, 79), (114, 52), (114, 108), (114, 23), (114, 113), (114, 109), (114, 38), (114, 81), (114, 61), (114, 110), (114, 26), (114, 111), (114, 29), (114, 234), (114, 112), (114, 84), (114, 71), (114, 57), (114, 53), (114, 85), (114, 34)]",60.334573428300175,0.683862005607962,8.55933876047108,3.42078828382365
115,60.1772087416248,13.911793922213723,28.19855759626057,63.33333333333333,37.044501331919264,1,"[(115, 86), (115, 58), (115, 31), (115, 59), (115, 74), (115, 33), (115, 49), (115, 117), (115, 90), (115, 62), (115, 91), (115, 63), (115, 36), (115, 64), (115, 40), (115, 93), (115, 121), (115, 26), (115, 66), (115, 95), (115, 67), (115, 96), (115, 81), (115, 41), (115, 69), (115, 98), (115, 99), (115, 27), (115, 120), (115, 100), (115, 72), (115, 101), (115, 102), (115, 242), (115, 103), (115, 48), (115, 105), (115, 65), (115, 245), (115, 107), (115, 79), (115, 39), (115, 108), (115, 80), (115, 109), (115, 94), (115, 25), (115, 23), (115, 83), (115, 85), (115, 56), (115, 104), (115, 28), (115, 71), (115, 113), (115, 29), (115, 34)]",60.334573428300175,0.683862005607962,8.55933876047108,3.42078828382365
116,60.887045809332584,6.563126433329564,85.27028790605398,88.88888888888889,33.725086121331074,1,"[(116, 25), (116, 39), (116, 58), (116, 89), (116, 59), (116, 118), (116, 88), (116, 100), (116, 60), (116, 67), (116, 33), (116, 105), (116, 117), (116, 86), (116, 34), (116, 35), (116, 91), (116, 119), (116, 29), (116, 36), (116, 114), (116, 64), (116, 37), (116, 65), (116, 28), (116, 94), (116, 122), (116, 95), (116, 11), (116, 106), (116, 40), (116, 68), (116, 111), (116, 41), (116, 92), (116, 69), (116, 97), (116, 70), (116, 43), (116, 71), (116, 110), (116, 44), (116, 102), (116, 72), (116, 101), (116, 73), (116, 32), (116, 46), (116, 93), (116, 74), (116, 75), (116, 26), (116, 104), (116, 24), (116, 49), (116, 47), (116, 50), (116, 78), (116, 51), (116, 79), (116, 108), (116, 52), (116, 83), (116, 80), (116, 113), (116, 109), (116, 81), (116, 56), (116, 54), (116, 82), (116, 55), (116, 23), (116, 27), (116, 66), (116, 112), (116, 84), (116, 57), (116, 53), (116, 85), (116, 90)]",60.334573428300175,0.683862005607962,8.55933876047108,3.42078828382365
117,60.31634678308349,8.751471090192736,25.207925944034372,92.22222222222223,34.53390893663811,1,"[(117, 86), (117, 114), (117, 93), (117, 59), (117, 118), (117, 88), (117, 44), (117, 116), (117, 110), (117, 89), (117, 81), (117, 98), (117, 30), (117, 34), (117, 62), (117, 91), (117, 119), (117, 36), (117, 58), (117, 64), (117, 96), (117, 37), (117, 65), (117, 101), (117, 94), (117, 66), (117, 39), (117, 31), (117, 67), (117, 80), (117, 40), (117, 73), (117, 68), (117, 97), (117, 92), (117, 69), (117, 115), (117, 41), (117, 33), (117, 78), (117, 43), (117, 83), (117, 120), (117, 100), (117, 102), (117, 72), (117, 45), (117, 51), (117, 35), (117, 46), (117, 74), (117, 54), (117, 47), (117, 56), (117, 26), (117, 104), (117, 76), (117, 42), (117, 49), (117, 121), (117, 105), (117, 50), (117, 95), (117, 24), (117, 107), (117, 70), (117, 52), (117, 23), (117, 113), (117, 53), (117, 38), (117, 25), (117, 99), (117, 82), (117, 55), (117, 27), (117, 122), (117, 112), (117, 28), (117, 71), (117, 57), (117, 109), (117, 90)]",60.334573428300175,0.683862005607962,8.55933876047108,3.42078828382365
118,59.00159242927074,3.728885107369453,52.04456707269289,67.77777777777779,31.365238768320093,1,"[(118, 86), (118, 114), (118, 87), (118, 81), (118, 88), (118, 60), (118, 11), (118, 33), (118, 61), (118, 30), (118, 34), (118, 91), (118, 35), (118, 36), (118, 23), (118, 96), (118, 93), (118, 97), (118, 65), (118, 45), (118, 38), (118, 122), (118, 95), (118, 31), (118, 67), (118, 50), (118, 40), (118, 68), (118, 111), (118, 41), (118, 69), (118, 42), (118, 70), (118, 43), (118, 44), (118, 72), (118, 101), (118, 32), (118, 46), (118, 47), (118, 75), (118, 26), (118, 104), (118, 116), (118, 28), (118, 24), (118, 51), (118, 39), (118, 52), (118, 80), (118, 113), (118, 89), (118, 25), (118, 117), (118, 54), (118, 82), (118, 106), (118, 55), (118, 56), (118, 84), (118, 57)]",60.334573428300175,0.683862005607962,8.55933876047108,3.42078828382365
119,59.74422537300457,12.484513939668657,89.79954779356154,74.44444444444444,36.11436965633661,1,"[(119, 30), (119, 58), (119, 242), (119, 81), (119, 116), (119, 33), (119, 49), (119, 117), (119, 86), (119, 34), (119, 62), (119, 91), (119, 63), (119, 92), (119, 114), (119, 64), (119, 93), (119, 121), (119, 94), (119, 66), (119, 39), (119, 67), (119, 80), (119, 40), (119, 73), (119, 68), (119, 97), (119, 36), (119, 59), (119, 41), (119, 70), (119, 43), (119, 27), (119, 120), (119, 72), (119, 101), (119, 35), (119, 102), (119, 85), (119, 74), (119, 112), (119, 76), (119, 42), (119, 105), (119, 65), (119, 50), (119, 99), (119, 107), (119, 79), (119, 108), (119, 52), (119, 23), (119, 113), (119, 109), (119, 25), (119, 110), (119, 26), (119, 111), (119, 83), (119, 234), (119, 56), (119, 98), (119, 28), (119, 71), (119, 57), (119, 29), (119, 90)]",60.334573428300175,0.683862005607962,8.55933876047108,3.42078828382365
120,60.45030276573504,10.544989999274897,63.60801906781579,82.22222222222221,35.49764638250497,1,"[(120, 25), (120, 30), (120, 114), (120, 115), (120, 62), (120, 100), (120, 33), (120, 105), (120, 117), (120, 90), (120, 26), (120, 91), (120, 63), (120, 29), (120, 92), (120, 58), (120, 64), (120, 96), (120, 93), (120, 119), (120, 65), (120, 45), (120, 38), (120, 234), (120, 78), (120, 39), (120, 67), (120, 40), (120, 68), (120, 111), (120, 97), (120, 36), (120, 69), (120, 98), (120, 70), (120, 43), (120, 71), (120, 44), (120, 46), (120, 72), (120, 101), (120, 51), (120, 73), (120, 102), (120, 74), (120, 103), (120, 56), (120, 104), (120, 66), (120, 76), (120, 42), (120, 49), (120, 121), (120, 50), (120, 95), (120, 24), (120, 107), (120, 79), (120, 108), (120, 80), (120, 53), (120, 94), (120, 81), (120, 99), (120, 82), (120, 41), (120, 83), (120, 122), (120, 112), (120, 28), (120, 57), (120, 109), (120, 85), (120, 258)]",60.334573428300175,0.683862005607962,8.55933876047108,3.42078828382365
121,60.14631539597474,12.63119333633513,38.2480348246654,76.66666666666667,36.388754366154934,1,"[(121, 90), (121, 25), (121, 30), (121, 58), (121, 31), (121, 115), (121, 44), (121, 74), (121, 33), (121, 49), (121, 117), (121, 86), (121, 34), (121, 62), (121, 91), (121, 119), (121, 36), (121, 114), (121, 64), (121, 96), (121, 93), (121, 63), (121, 65), (121, 94), (121, 234), (121, 39), (121, 67), (121, 40), (121, 68), (121, 41), (121, 92), (121, 69), (121, 59), (121, 98), (121, 70), (121, 99), (121, 71), (121, 120), (121, 100), (121, 83), (121, 73), (121, 242), (121, 103), (121, 56), (121, 104), (121, 76), (121, 105), (121, 245), (121, 50), (121, 95), (121, 107), (121, 79), (121, 108), (121, 52), (121, 80), (121, 113), (121, 109), (121, 81), (121, 43), (121, 26), (121, 111), (121, 27), (121, 66), (121, 112), (121, 28), (121, 57), (121, 53), (121, 85), (121, 258)]",60.334573428300175,0.683862005607962,8.55933876047108,3.42078828382365
122,60.75187448716435,6.459652120356687,80.12102833630537,90.0,33.60576330376052,1,"[(122, 30), (122, 114), (122, 87), (122, 52), (122, 59), (122, 88), (122, 116), (122, 27), (122, 89), (122, 105), (122, 61), (122, 86), (122, 90), (122, 118), (122, 35), (122, 54), (122, 92), (122, 58), (122, 120), (122, 40), (122, 37), (122, 97), (122, 65), (122, 28), (122, 94), (122, 66), (122, 78), (122, 95), (122, 31), (122, 11), (122, 106), (122, 96), (122, 81), (122, 68), (122, 111), (122, 41), (122, 36), (122, 98), (122, 33), (122, 70), (122, 91), (122, 43), (122, 71), (122, 101), (122, 100), (122, 45), (122, 82), (122, 73), (122, 102), (122, 93), (122, 47), (122, 112), (122, 26), (122, 104), (122, 60), (122, 76), (122, 42), (122, 49), (122, 77), (122, 50), (122, 24), (122, 51), (122, 39), (122, 108), (122, 75), (122, 23), (122, 57), (122, 53), (122, 25), (122, 117), (122, 110), (122, 80), (122, 55), (122, 29), (122, 67), (122, 56), (122, 84), (122, 74), (122, 113), (122, 85), (122, 34)]",60.334573428300175,0.683862005607962,8.55933876047108,3.42078828382365
123,28.89213040115096,71.54836787843,88.02192748635002,7.777777777777778,50.22024913979048,4,"[(123, 126), (123, 143), (123, 152), (123, 19), (123, 168), (123, 13), (123, 135)]",25.60278001985331,4.444901877917471,81.67671228105,57.66137519973828
124,22.27428882764889,96.66789852944962,99.03317982116111,3.3333333333333335,59.47109367854925,4,"[(124, 156), (124, 142), (124, 158)]",25.60278001985331,4.444901877917471,81.67671228105,57.66137519973828
125,25.868978872745526,93.22281410752463,80.73816802315947,3.3333333333333335,59.54589649013508,4,"[(125, 156), (125, 167), (125, 158)]",25.60278001985331,4.444901877917471,81.67671228105,57.66137519973828
126,26.128969251457757,72.1512347640966,99.1475479424302,6.666666666666667,49.14010200777718,4,"[(126, 134), (126, 143), (126, 123), (126, 152), (126, 13), (126, 135)]",25.60278001985331,4.444901877917471,81.67671228105,57.66137519973828
127,24.032827562157657,31.8422051129441,70.9769012132249,7.777777777777778,27.93751633755088,2,"[(127, 191), (127, 128), (127, 169), (127, 248), (127, 136), (127, 145), (127, 162)]",25.60278001985331,4.444901877917471,81.67671228105,57.66137519973828
128,27.657949618109402,33.37945216402151,66.08441787685348,8.88888888888889,30.518700891065457,2,"[(128, 191), (128, 164), (128, 248), (128, 136), (128, 145), (128, 187), (128, 209), (128, 127)]",25.60278001985331,4.444901877917471,81.67671228105,57.66137519973828
129,20.955889033495993,84.20695043184537,82.06068807658798,2.2222222222222223,52.58141973267068,4,"[(129, 224), (129, 163)]",25.60278001985331,4.444901877917471,81.67671228105,57.66137519973828
130,28.818534732641965,43.91764053305713,85.39335983798169,8.88888888888889,36.36808763284955,2,"[(130, 262), (130, 171), (130, 194), (130, 174), (130, 161), (130, 170), (130, 141), (130, 16)]",25.60278001985331,4.444901877917471,81.67671228105,57.66137519973828
131,39.84137464989759,86.2541798116876,93.91640894184249,1.1111111111111112,63.0477772307926,4,"[(131, 6)]",25.60278001985331,4.444901877917471,81.67671228105,57.66137519973828
132,27.915158690278602,15.314964678118784,100.0,5.555555555555555,21.615061684198693,5,"[(132, 137), (132, 255), (132, 159), (132, 231), (132, 199)]",25.60278001985331,4.444901877917471,81.67671228105,57.66137519973828
133,25.1673488597115,50.34902558173049,60.03590376946205,5.555555555555555,37.75818722072099,2,"[(133, 161), (133, 171), (133, 206), (133, 1), (133, 166)]",25.60278001985331,4.444901877917471,81.67671228105,57.66137519973828
134,25.5939545197344,67.57654039600524,80.63878679407391,5.555555555555555,46.58524745786982,4,"[(134, 210), (134, 126), (134, 196), (134, 13), (134, 149)]",25.60278001985331,4.444901877917471,81.67671228105,57.66137519973828
